Fid,LATITUDE,LONGITUDE,wdate,precipitation,temp_max,temp_min,wind,weather
10.42.0.211-10.42.0.1-17828-53-17,61.58119103,-149.3996958,01-08-14,0,28.9,15,3.3,sun
10.42.0.151-120.196.211.8-46836-80-6,61.31509764,-149.5756982,02-08-14,0.5,29.4,15.6,1.7,rain
10.42.0.211-104.97.95.172-41378-80-6,28.01838392,-82.46973631,03-08-14,0,31.7,14.4,2.6,sun
172.217.12.170-10.42.0.151-443-38783-6,28.0757852,-82.45605389,04-08-14,0,32.8,16.1,2.6,sun
163.177.151.166-10.42.0.151-443-43593-6,27.98654615,-82.5001259,05-08-14,0,25,13.9,2.7,sun
172.217.12.170-10.42.0.211-443-45567-6,27.99694764,-82.28636742,06-08-14,0,26.1,15,2.2,rain
239.255.255.250-10.42.0.1-1900-38742-17,28.05106816,-82.39623813,07-08-14,0,25.6,13.3,2.4,rain
172.217.10.99-10.42.0.42-443-41787-6,27.9367959,-82.27521938,08-08-14,0,25.6,13.3,2.9,sun
10.42.0.42-31.13.71.1-52193-443-6,28.09696034,-82.50624682,09-08-14,0,27.2,15.6,4.1,sun
10.42.0.151-104.193.88.109-56823-80-6,36.86892897,-76.17814756,10-08-14,0,30.6,13.9,3.4,sun
198.105.244.11-10.42.0.211-80-46272-6,38.25175016,-77.43024238,11-08-14,0.5,35.6,17.8,2.6,rain
172.217.10.34-10.42.0.151-443-56322-6,36.72933769,-78.12666096,12-08-14,12.7,27.2,17.2,3.1,rain
10.42.0.151-10.42.0.1-45338-53-17,47.35043515,-122.2297676,13-08-14,21.6,23.3,15,2.7,rain
172.217.12.170-10.42.0.211-443-41984-6,47.66223378,-117.3861262,14-08-14,0,21.1,17.2,0.6,sun
202.77.129.150-10.42.0.42-80-44602-6,46.27214998,-119.2976334,15-08-14,1,24.4,16.7,1.5,rain
175.100.207.233-10.42.0.151-80-58182-6,47.24930097,-122.2876351,16-08-14,0,25.6,15.6,2.2,sun
172.217.3.99-10.42.0.151-443-39445-6,47.61632038,-122.3079595,17-08-14,0,27.8,15,2.8,sun
10.42.0.151-103.235.46.211-56588-443-6,47.29998564,-122.2881828,18-08-14,0,29.4,15.6,3.3,sun
10.42.0.211-10.42.0.1-2943-53-17,45.70292167,-122.6697742,19-08-14,0,27.2,15.6,2.4,sun
8.0.6.4-8.6.0.1-0-0-0,45.59516046,-122.4073562,20-08-14,0,21.7,13.9,3.6,sun
172.217.11.3-10.42.0.42-443-60790-6,47.55140258,-122.0410922,21-08-14,0,21.1,11.1,1.7,sun
206.126.112.141-10.42.0.42-443-54834-6,47.57503235,-122.2854966,22-08-14,0,23.9,13.3,2.9,sun
203.90.242.126-10.42.0.42-80-46030-6,46.90022,-122.659411,23-08-14,0,27.8,13.9,2,sun
10.42.0.151-31.13.65.1-55851-443-6,47.42711331,-122.1595681,24-08-14,0,25,13.3,2.3,sun
10.42.0.211-64.71.142.124-52950-443-6,47.73603316,-122.3031938,25-08-14,0,28.9,14.4,2,sun
172.217.12.193-10.42.0.211-443-36064-6,33.14674324,-86.78323934,26-08-14,0,31.1,15.6,1.8,sun
172.217.3.97-10.42.0.151-443-33847-6,33.17389911,-87.52821478,27-08-14,0,28.9,16.1,1.6,sun
172.217.11.42-10.42.0.151-443-50201-6,32.63769661,-85.45010194,28-08-14,0,23.3,14.4,2.3,sun
10.42.0.151-123.125.29.220-58362-80-6,34.85925139,-87.53902257,29-08-14,0,22.8,15,3.4,sun
192.229.173.173-10.42.0.211-443-45040-6,33.53119,-86.862601,30-08-14,8.4,17.8,15,2.2,rain
182.22.24.124-10.42.0.211-443-33057-6,32.35931354,-86.28222208,31-08-14,1.3,21.1,13.9,1.9,rain
10.42.0.211-10.42.0.1-42282-53-17,32.38279698,-86.09847992,01-09-14,0,23.3,12.8,2.5,sun
10.42.0.211-23.15.4.11-42296-80-6,30.66035326,-88.07987738,02-09-14,3,20,13.9,4.3,rain
172.217.11.10-10.42.0.151-443-42947-6,34.57964723,-86.44096305,03-09-14,0,20.6,12.8,2.7,sun
220.243.235.201-10.42.0.42-80-52504-6,30.66152556,-88.16662065,04-09-14,0,23.9,11.1,3.1,rain
10.42.0.151-10.42.0.1-16204-53-17,33.35072567,-86.78966932,05-09-14,0,27.8,13.9,6.5,rain
10.42.0.151-23.6.162.190-59742-443-6,32.32641232,-86.25604814,06-09-14,0,32.2,15,2.9,sun
10.42.0.211-47.89.67.224-50482-443-6,33.48064476,-86.85400769,07-09-14,0,28.3,13.3,2.1,sun
10.42.0.151-10.42.0.1-12756-53-17,32.64279611,-85.42779399,08-09-14,0,21.1,13.3,2.8,sun
180.163.15.184-10.42.0.151-80-57917-6,33.2185765,-86.82748057,09-09-14,0,21.7,13.3,2.3,sun
172.217.10.110-10.42.0.211-80-34955-6,34.98644034,-86.95198587,10-09-14,0,22.2,12.2,3.9,sun
10.42.0.211-23.206.166.66-43975-80-6,34.78766254,-86.72501414,11-09-14,0,24.4,12.8,5.3,sun
172.217.10.142-10.42.0.151-443-39048-6,36.19108295,-94.54771243,12-09-14,0,24.4,12.8,5.9,sun
10.42.0.211-104.97.95.172-36370-80-6,35.25541977,-91.73507392,13-09-14,0,28.3,10,4.2,sun
1.31.173.114-10.42.0.151-80-37017-6,36.08116308,-94.14884859,14-09-14,0,30,11.7,1.8,sun
203.205.151.47-10.42.0.211-80-48759-6,35.86114993,-94.42438396,15-09-14,0,30.6,12.2,1.2,sun
10.42.0.211-10.42.0.1-26390-53-17,37.64003862,-77.44265547,16-09-14,0,22.2,13.9,2.8,sun
10.42.0.1-10.42.0.42-53-35007-17,38.93426,-78.206571,17-09-14,0.5,22.8,14.4,2.3,rain
198.11.189.2-10.42.0.151-443-59070-6,38.88337,-77.114671,18-09-14,0.3,19.4,15,3.1,rain
10.42.0.211-69.147.82.60-59567-443-6,37.43830884,-77.46545089,19-09-14,0,23.9,16.1,2.8,sun
10.42.0.42-36.51.254.232-44151-443-6,36.60697616,-76.21286509,20-09-14,0,24.4,14.4,4.4,rain
169.47.5.241-10.42.0.42-5222-38802-6,37.24464,-76.652121,21-09-14,0,26.1,12.8,3,sun
10.42.0.211-106.11.94.27-57544-443-6,38.65834764,-77.25145193,22-09-14,0.3,22.2,15,2.1,rain
10.42.0.211-10.42.0.1-50914-53-17,37.60864308,-77.70256562,23-09-14,18.3,18.9,14.4,2.5,rain
10.42.0.211-23.194.140.226-48075-80-6,38.89077,-77.446731,24-09-14,20.3,18.9,14.4,2.7,rain
216.58.219.238-10.42.0.151-443-35017-6,36.75602277,-76.24930413,25-09-14,4.3,21.7,14.4,2.5,rain
172.217.10.46-10.42.0.151-443-49408-6,38.95121016,-77.39681495,26-09-14,8.9,20,13.9,3.3,rain
10.42.0.1-10.42.0.42-53-24888-17,38.84907,-77.440571,27-09-14,0,20.6,11.7,3.2,rain
10.42.0.211-10.42.0.1-46198-53-17,36.75888,-76.023491,28-09-14,0,18.9,12.2,2,rain
10.42.0.151-10.42.0.1-38936-53-17,39.04359,-77.476211,29-09-14,0.8,16.7,11.1,3.5,rain
192.229.173.173-10.42.0.211-443-49220-6,37.04382826,-76.43630823,30-09-14,0,19.4,12.2,2.6,sun
10.42.0.42-85.93.5.83-55613-80-6,37.43831826,-77.46542954,01-10-14,0,18.3,11.1,2.1,sun
140.205.140.87-10.42.0.151-80-58812-6,37.49223408,-77.60081327,02-10-14,0,19.4,10,2,sun
172.217.10.234-10.42.0.42-443-49594-6,38.04574897,-78.46962397,03-10-14,0,22.2,8.9,1,sun
172.217.3.99-10.42.0.42-443-37272-6,37.58374,-77.509491,04-10-14,0,21.7,12.2,1.2,sun
10.42.0.211-104.192.110.245-51402-443-6,32.20398094,-110.9003425,05-10-14,0,23.9,11.7,1.4,rain
172.217.6.244-10.42.0.211-443-45893-6,33.63734952,-111.676414,06-10-14,0,25.6,13.3,2.5,rain
10.42.0.211-95.213.11.133-48864-80-6,33.60968843,-112.2343898,07-10-14,0,18.9,13.9,1,rain
10.42.0.42-66.231.239.125-32956-443-6,33.58299698,-111.9306783,08-10-14,0,20.6,12.8,1.8,rain
172.217.10.10-10.42.0.211-443-59459-17,33.3065619,-111.9377541,09-10-14,0,17.2,11.1,1,rain
10.42.0.211-10.42.0.1-32782-53-17,33.26119258,-111.8842033,10-10-14,0.3,18.3,10,3.8,rain
10.42.0.211-77.234.44.79-35878-443-6,33.37882711,-111.9323425,11-10-14,7.4,18.3,11.7,3.5,rain
174.35.73.149-10.42.0.211-443-47295-6,32.28197505,-111.0523114,12-10-14,0,17.8,11.7,2.1,sun
203.205.158.62-10.42.0.211-80-60545-6,34.7987,-92.411591,13-10-14,7.6,21.1,10,3.1,rain
10.42.0.42-104.97.95.172-38722-80-6,34.67973464,-92.32954965,14-10-14,7.1,16.7,11.7,2.2,rain
172.217.10.238-10.42.0.151-443-36499-6,35.27449505,-91.8640157,15-10-14,8.6,16.1,11.7,4.7,rain
140.205.134.25-10.42.0.42-443-36236-6,35.39385,-91.783731,16-10-14,0,20.6,11.1,3.3,sun
10.42.0.151-10.42.0.1-12868-53-17,34.72852,-92.129541,17-10-14,3.3,16.7,11.7,3,rain
10.42.0.1-10.42.0.42-53-5891-17,34.69438,-92.325501,18-10-14,15,19.4,13.9,1.9,rain
10.42.0.42-119.146.74.34-37722-80-6,36.03969,-94.183801,19-10-14,0,22.2,12.8,3.2,sun
202.77.129.150-10.42.0.211-80-53580-6,34.76651,-92.306731,20-10-14,11.7,16.1,12.2,3.1,rain
172.217.10.142-10.42.0.151-443-44199-6,34.27973862,-94.05305968,21-10-14,1,16.1,11.7,4.7,rain
216.58.219.194-10.42.0.211-443-37133-6,34.09385849,-118.3377114,22-10-14,32,15.6,11.7,5,rain
10.42.0.211-104.192.108.27-52157-80-6,33.98615717,-118.2832741,23-10-14,9.4,14.4,8.3,4.6,rain
10.42.0.211-10.42.0.1-45549-53-17,33.97759261,-118.3093538,24-10-14,4.1,14.4,8.9,3.2,rain
10.42.0.151-23.9.107.127-55551-443-6,34.0878684,-118.4635552,25-10-14,6.1,16.7,8.3,5.4,rain
180.149.134.221-10.42.0.211-80-54006-6,34.12940313,-118.484369,26-10-14,1.5,12.8,7.8,5,rain
10.42.0.211-104.254.66.16-47506-80-6,33.82841051,-118.3761536,27-10-14,0.8,15.6,6.7,2.4,rain
10.42.0.211-103.235.46.211-33625-443-6,33.99282979,-118.4560001,28-10-14,12.7,15,9.4,3.9,rain
203.205.158.60-10.42.0.211-80-47224-6,38.86410241,-77.8217431,29-10-14,0.5,16.7,11.7,3.1,rain
10.42.0.211-123.125.115.190-54988-80-6,36.65315,-79.695191,30-10-14,25.4,15.6,11.1,3.2,rain
163.177.151.166-10.42.0.151-443-43593-6,38.67211395,-77.26281274,31-10-14,17,12.8,8.3,2,rain
10.42.0.151-10.42.0.1-63353-53-17,39.02289,-77.411391,01-11-14,0,11.1,7.2,1.2,rain
10.42.0.211-10.42.0.1-41580-53-17,37.26269,-80.001401,02-11-14,1.8,13.3,7.2,2.9,rain
10.42.0.42-59.38.112.48-45859-443-6,36.74830982,-76.24376448,03-11-14,10.9,13.9,11.1,4.8,rain
172.217.10.99-10.42.0.151-443-50891-6,37.08,-76.460441,04-11-14,4.1,14.4,10.6,3.3,rain
10.42.0.151-10.42.0.1-42719-53-17,39.231191,-77.553177,05-11-14,4.8,15,10.6,2.1,rain
10.42.0.151-108.174.11.1-49581-443-6,38.68787585,-77.31498598,06-11-14,4.1,16.7,10.6,6.7,rain
10.42.0.42-123.125.29.220-55707-80-6,38.59081404,-77.33586567,07-11-14,0,14.4,7.2,2.3,sun
10.42.0.1-10.42.0.42-53-58225-17,39.10623,-77.582241,08-11-14,0,12.8,3.9,0.8,rain
10.42.0.42-36.110.210.167-38213-80-6,37.69256,-77.606821,09-11-14,5.1,13.3,7.8,3,rain
180.149.136.247-10.42.0.42-80-46159-6,36.978238,-82.341007,10-11-14,0,11.1,5.6,3.9,sun
172.217.6.195-10.42.0.211-80-55291-6,36.84191,-76.160511,11-11-14,0,7.8,1.1,7.7,sun
180.76.147.97-10.42.0.211-80-60005-6,36.85685087,-76.29121428,12-11-14,0,6.7,0,7.6,sun
10.42.0.211-52.84.134.65-41274-443-6,38.952248,-77.338853,13-11-14,0,7.2,0.6,4.7,sun
10.42.0.211-10.42.0.1-14525-53-17,33.9760768,-118.3601701,14-11-14,0,7.2,-2.1,4.5,sun
10.42.0.211-10.42.0.1-33394-53-17,33.92346431,-118.0309145,15-11-14,0,8.3,-1.6,4.2,sun
173.194.204.100-10.42.0.151-443-47155-6,33.7890359,-118.3242253,16-11-14,0,9.4,-2.1,4.2,sun
10.42.0.42-52.94.232.33-41510-443-6,34.10871897,-118.1542575,17-11-14,0,10.6,-2.1,1.9,sun
192.44.68.6-10.42.0.211-443-49898-6,34.14093251,-118.1407136,18-11-14,0,7.2,-0.5,0.9,sun
10.42.0.211-31.13.80.12-51920-443-6,37.75496354,-122.496174,19-11-14,0,11.1,2.2,1.9,sun
10.42.0.151-52.84.64.140-40613-443-6,37.73589867,-122.4715812,20-11-14,3.6,11.1,5.6,2.1,rain
174.35.73.165-10.42.0.211-80-38254-6,37.71829926,-122.4792305,21-11-14,15.2,11.1,8.3,4.7,rain
180.76.149.207-10.42.0.211-30320-35349-6,37.79702,-122.404181,22-11-14,0.5,9.4,6.7,4.7,rain
183.79.248.124-10.42.0.151-443-53680-6,37.56254595,-122.0166445,23-11-14,11.9,12.8,5.6,5.1,rain
10.42.0.151-10.42.0.1-49657-53-17,37.71164487,-121.7270235,24-11-14,1.3,11.7,4.4,3.8,rain
10.42.0.211-66.102.255.61-35617-443-6,37.71466672,-121.8691573,25-11-14,18.3,13.9,9.4,4.5,rain
10.42.0.42-37.1.204.175-46918-80-6,37.68985851,-121.8992459,26-11-14,0.3,15,12.2,3.9,rain
180.149.136.194-10.42.0.211-443-59143-6,33.92865025,-117.4341379,27-11-14,3.3,14.4,11.7,6.6,rain
198.11.132.53-10.42.0.211-80-53801-6,33.73636,-116.723321,28-11-14,34.3,12.8,3.3,5.8,rain
172.217.3.110-10.42.0.151-443-55950-6,33.8037938,-117.3956292,29-11-14,3.6,4.4,-4.3,5.3,drizzle
180.149.153.234-10.42.0.42-80-49371-6,33.70921,-117.144051,30-11-14,0,2.8,-4.9,4.4,sun
222.73.31.32-10.42.0.211-8288-55123-6,33.51724995,-117.0895667,01-12-14,0,4.4,-3.2,2.2,sun
10.42.0.211-117.121.27.10-38358-80-6,33.88083754,-117.8655064,02-12-14,0,5.6,-3.2,5.7,rain
180.163.255.159-10.42.0.211-80-47910-6,37.80204972,-121.2106351,03-12-14,0,10,0,3.6,sun
10.42.0.211-74.6.105.13-50125-443-6,33.28421297,-117.1668835,04-12-14,0.8,8.3,3.9,1.1,rain
10.42.0.211-52.84.6.107-50545-443-6,34.71881775,-118.008719,05-12-14,3,12.8,6.7,3.1,rain
216.58.219.202-10.42.0.211-443-51389-6,33.57272354,-117.7034597,06-12-14,7.4,11.7,7.8,3.6,rain
10.42.0.151-31.13.65.52-51626-80-6,35.65036051,-120.7490369,07-12-14,0,14.4,6.1,2.8,sun
172.217.12.161-10.42.0.211-443-59878-6,34.95670862,-120.4364167,08-12-14,9.1,14.4,8.9,4.2,rain
10.42.0.211-104.244.42.193-58109-80-6,34.15425328,-118.7943405,09-12-14,9.9,16.1,10.6,5.1,rain
10.42.0.211-123.125.29.220-46041-80-6,37.56050415,-122.2648288,10-12-14,13,18.9,10,6.7,rain
172.217.12.174-10.42.0.42-443-56203-6,34.09042021,-118.1398108,11-12-14,6.9,14.4,8.3,6.4,rain
192.229.173.173-10.42.0.211-80-34853-6,34.1725185,-84.41373293,12-12-14,0,11.1,7.2,3.7,sun
10.42.0.42-72.21.207.79-52398-443-6,34.004212,-84.743938,13-12-14,0,10,3.9,1.1,rain
10.42.0.42-104.192.110.245-53717-80-6,34.36694083,-84.9289129,14-12-14,0,12.8,1.7,3.5,rain
10.42.0.211-10.42.0.1-10006-53-17,33.62757841,-84.02238078,15-12-14,0,12.2,6.7,5.9,sun
10.42.0.211-10.42.0.1-21925-53-17,33.56235103,-84.58390049,16-12-14,0,10,8.3,4,sun
10.42.0.42-108.174.10.10-55567-443-6,33.4265,-82.013601,17-12-14,2.8,8.9,6.1,1.6,rain
10.42.0.151-10.42.0.1-8643-53-17,33.28685471,-83.88669022,18-12-14,13,9.4,6.7,3.1,rain
172.217.12.194-10.42.0.151-443-41648-6,34.33478656,-84.01819681,19-12-14,3,11.1,7.2,4.3,rain
203.90.242.126-10.42.0.151-443-33503-6,33.61873,-84.240101,20-12-14,19.6,12.8,6.7,5.5,rain
10.42.0.151-115.239.210.141-44571-80-6,38.99794177,-77.28938425,21-12-14,0,12.8,10,5.2,sun
10.42.0.211-54.235.145.74-47089-443-6,38.98720138,-77.31440223,22-12-14,0,10.6,6.1,1.5,sun
10.42.0.211-66.231.239.124-56935-443-6,37.42002,-79.121991,23-12-14,20.6,12.2,5,3.8,rain
203.205.179.170-10.42.0.211-80-49563-6,33.3834022,-117.2504885,24-12-14,5.3,7.2,3.9,1.8,rain
172.217.9.227-10.42.0.151-80-46266-6,33.76253626,-116.9583928,25-12-14,0,7.8,2.8,2.2,rain
10.42.0.151-91.190.217.48-60464-12350-6,37.72565215,-122.4078914,26-12-14,0,5.6,1.7,1.2,rain
8.41.222.241-10.42.0.211-443-43985-6,33.84122,-118.339321,27-12-14,3.3,9.4,4.4,4.9,rain
157.240.18.19-10.42.0.211-443-38455-6,37.23513544,-121.9026372,28-12-14,4.1,6.7,2.8,1.8,rain
172.217.11.42-10.42.0.211-443-52386-6,32.86570692,-117.238819,29-12-14,0,6.1,0.6,4.3,rain
10.42.0.151-52.88.110.117-41228-443-6,32.67896082,-117.094239,30-12-14,0,3.3,-2.1,3.6,sun
169.55.67.232-10.42.0.42-443-35630-6,34.242769,-116.892238,31-12-14,0,3.3,-2.7,3,sun
183.79.253.235-10.42.0.211-443-38289-6,38.0038638,-122.2943653,01-01-15,0,5.6,-3.2,1.2,sun
10.42.0.1-10.42.0.42-53-1846-17,34.0984701,-118.3345807,02-01-15,1.5,5.6,0,2.3,rain
10.42.0.151-23.208.26.242-55825-443-6,37.9995,-122.522881,03-01-15,0,5,1.7,1.7,rain
10.42.0.151-10.42.0.1-59046-53-17,34.17170728,-118.4193086,04-01-15,10.2,10.6,3.3,4.5,rain
10.42.0.1-10.42.0.42-53-20109-17,34.47251944,-117.2823357,05-01-15,8.1,12.2,9.4,6.4,rain
10.42.0.151-10.42.0.1-20719-53-17,36.79558923,-119.6813569,06-01-15,0,12.2,6.1,1.3,rain
172.217.12.174-10.42.0.151-443-60477-6,33.80343103,-118.3236783,07-01-15,0,7.8,5.6,1.6,rain
10.42.0.211-119.146.74.33-50745-443-6,37.76225505,-122.4104997,08-01-15,0,7.8,1.7,2.6,rain
10.42.0.151-10.42.0.1-5351-36076-17,33.90428,-118.1199467,09-01-15,0.3,10,3.3,0.6,rain
222.73.28.96-10.42.0.211-80-45209-6,33.96937749,-118.1386937,10-01-15,5.8,7.8,6.1,0.5,rain
172.217.3.110-10.42.0.151-443-43207-6,34.09412138,-118.3321823,11-01-15,1.5,9.4,7.2,1.1,rain
206.126.112.142-10.42.0.151-443-40231-6,33.74264159,-116.9251533,12-01-15,0,11.1,4.4,1.6,rain
172.217.10.13-10.42.0.42-443-52950-17,37.35793082,-122.0330705,13-01-15,0,9.4,2.8,2.7,rain
10.42.0.151-10.42.0.1-1126-53-17,37.77541169,-122.4224535,14-01-15,0,6.1,0.6,2.8,rain
10.42.0.211-52.84.134.65-39973-443-6,37.72609897,-122.2392724,15-01-15,9.7,7.8,1.1,3.2,rain
157.55.56.174-10.42.0.42-40022-46360-17,33.78840743,-117.9008936,16-01-15,0,11.7,5.6,4.5,rain
172.217.12.163-10.42.0.42-443-39941-6,37.26349,-121.891671,17-01-15,26.2,13.3,3.3,2.8,rain
10.42.0.211-98.139.199.205-38846-443-6,37.54649598,-122.3121208,18-01-15,21.3,13.9,7.2,6.6,rain
180.163.255.159-10.42.0.151-443-55713-6,37.72501743,-122.4173636,19-01-15,0.5,10,6.1,2.8,rain
10.42.0.151-104.244.43.195-58055-443-6,34.00996,-117.4749873,20-01-15,0,10,3.3,3,rain
172.217.9.238-10.42.0.151-443-39615-6,33.1374577,-117.1904287,21-01-15,0,7.2,-0.5,1.3,rain
10.42.0.211-10.42.0.1-25465-53-17,34.17313831,-118.6136726,22-01-15,0.8,9.4,6.1,1.3,rain
10.42.0.211-23.219.23.166-50692-80-6,37.38359564,-122.2321744,23-01-15,5.8,12.2,8.3,2.6,rain
202.77.129.230-10.42.0.151-80-40961-6,33.45909103,-117.6531224,24-01-15,0.5,14.4,11.1,3.3,rain
198.11.132.178-10.42.0.211-443-42654-6,37.35004962,-121.8637549,25-01-15,0,17.2,7.2,1.4,rain
10.42.0.211-104.244.43.195-35084-443-6,34.00358723,-118.4145738,26-01-15,0,16.1,6.1,2.2,rain
10.42.0.211-10.42.0.1-45486-53-17,36.17476564,-119.0303987,27-01-15,0.8,11.1,8.3,2,rain
10.42.0.211-10.42.0.1-63456-53-17,32.94893,-117.254691,28-01-15,0,12.2,5,1.8,rain
172.217.6.226-10.42.0.211-443-53137-6,33.61794769,-114.5895218,29-01-15,0,12.2,3.3,2.9,sun
10.42.0.211-104.192.110.245-52640-80-6,34.14417,-117.298951,30-01-15,0,8.3,1.1,0.8,rain
10.42.0.211-10.42.0.1-45634-53-17,34.10625815,-117.8248955,31-01-15,0,7.2,3.3,1.9,rain
10.42.0.42-31.13.71.1-60656-443-6,33.81741277,-116.3428563,01-02-15,1.5,9.4,4.4,2.6,rain
172.217.10.234-10.42.0.151-443-50267-6,36.79077,-119.821238,02-02-15,7.4,11.1,5,4,rain
174.35.73.148-10.42.0.211-80-49606-6,37.94510785,-122.0303442,03-02-15,1.3,10,5.6,1.9,rain
10.42.0.42-103.7.30.118-49595-80-6,37.86678762,-122.2615245,04-02-15,8.4,10.6,4.4,1.7,rain
10.42.0.211-106.11.92.1-40924-443-6,34.06059281,-118.2834746,05-02-15,26.2,13.3,8.3,4.6,rain
10.42.0.42-72.21.207.79-52398-443-6,37.5662809,-118.7419783,06-02-15,17.3,14.4,10,4.5,rain
10.42.0.211-10.42.0.1-40094-53-17,37.50853728,-122.2864697,07-02-15,23.6,12.2,9.4,4.6,rain
10.42.0.151-31.13.71.3-55291-443-6,38.6095238,-121.3328733,08-02-15,3.6,15,8.3,3.9,rain
203.130.53.126-10.42.0.211-80-38264-6,34.20928924,-119.1932682,09-02-15,6.1,13.3,8.3,2.5,rain
10.42.0.211-121.12.98.63-32775-80-6,34.14583888,-118.4111216,10-02-15,0.3,12.8,8.3,4,rain
172.217.11.10-10.42.0.151-443-54427-6,34.08636093,-118.1156201,11-02-15,0,12.8,5.6,1,rain
180.149.136.194-10.42.0.42-443-54269-6,34.00849222,-118.3421431,12-02-15,1,16.7,9.4,2.1,rain
172.217.12.138-10.42.0.151-443-37012-6,34.44069476,-119.735204,13-02-15,0,15.6,6.7,1.7,rain
182.22.31.252-10.42.0.211-443-33046-6,34.11736248,-118.0004961,14-02-15,0.3,14.4,6.7,2.9,rain
198.11.188.78-10.42.0.211-443-44995-6,33.71510985,-117.9713334,15-02-15,0,12.2,3.9,4.8,sun
10.42.0.211-52.84.143.189-48533-443-6,33.7482523,-116.8704595,16-02-15,0,15,5.6,6.6,rain
172.217.10.110-10.42.0.42-443-48070-6,33.86281514,-117.5845747,17-02-15,0,16.1,4.4,4,sun
10.42.0.211-64.71.142.95-55732-80-6,33.80153678,-117.1261032,18-02-15,0,12.2,4.4,2.6,sun
173.194.66.188-10.42.0.42-5228-58327-6,33.69627527,-117.7421083,19-02-15,4.6,10.6,8.3,2.2,rain
172.217.12.170-10.42.0.151-443-57137-6,37.9135582,-122.2817349,20-02-15,0.8,11.1,7.2,0.9,rain
10.42.0.211-112.80.248.187-55545-80-6,33.96156994,-117.3987349,21-02-15,0,12.2,5.6,4.5,sun
172.217.10.34-10.42.0.211-443-35051-6,34.17879029,-118.6024559,22-02-15,0,11.7,3.3,4.2,sun
10.42.0.211-77.234.44.201-35967-80-6,33.84197174,-117.8323958,23-02-15,0,12.8,0.6,1.4,sun
151.101.117.140-10.42.0.211-443-55833-6,32.9154156,-117.1135785,24-02-15,0,11.1,2.2,1.5,sun
182.22.25.252-10.42.0.42-80-40957-6,34.14936904,-118.0799239,25-02-15,4.1,10,6.7,1,rain
172.217.10.3-10.42.0.151-443-34339-6,32.94884145,-117.2400462,26-02-15,9.4,11.7,7.8,1.4,rain
10.42.0.211-106.11.30.199-37158-80-6,34.19086832,-118.6570212,27-02-15,18.3,10,6.7,4,rain
216.58.219.227-10.42.0.211-80-47470-6,34.19081629,-118.656942,28-02-15,0,12.2,3.3,5.1,sun
10.42.0.211-10.42.0.1-50077-53-17,36.76063512,-121.6470922,01-03-15,0,11.1,1.1,2.2,sun
172.217.10.74-10.42.0.151-443-51269-6,34.10435,-118.202381,02-03-15,0,11.1,4.4,4.8,sun
10.42.0.211-64.71.142.120-37155-443-6,32.82398245,-117.2094783,03-03-15,0,10.6,0,2.1,sun
10.42.0.211-111.221.77.171-60774-443-17,37.52797331,-121.9624152,04-03-15,0,12.8,-0.5,1.8,sun
172.217.11.46-10.42.0.151-443-48949-6,33.86029759,-117.8106514,05-03-15,0,13.3,2.8,1.3,sun
10.42.0.211-104.193.88.109-53752-80-6,33.98887994,-118.3246458,06-03-15,0,15,3.3,1.4,sun
10.42.0.151-31.13.80.5-44777-443-6,37.21378663,-119.5224445,07-03-15,0,16.7,3.9,2.7,rain
184.31.6.135-10.42.0.151-443-42487-6,33.86980592,-118.2482524,08-03-15,0,17.2,3.9,1.7,rain
10.42.0.211-77.234.42.92-39275-443-6,34.02517338,-118.3064048,09-03-15,0,14.4,4.4,1.8,rain
10.42.0.211-10.42.0.1-18038-53-17,34.05911761,-118.3934803,10-03-15,0.8,13.3,5,2.6,rain
203.205.158.60-10.42.0.151-80-39776-6,33.68673109,-117.8461126,11-03-15,2.5,14.4,8.9,3.1,rain
172.217.12.202-10.42.0.211-443-45672-6,37.4837353,-122.2243846,12-03-15,0,17.8,9.4,3.2,sun
172.217.10.46-10.42.0.211-80-40325-6,33.90660036,-117.8455324,13-03-15,2,17.2,7.8,2.2,rain
10.42.0.211-119.146.74.49-40481-443-6,33.79266431,-118.3241043,14-03-15,17,13.9,9.4,3.8,rain
10.42.0.211-31.13.71.52-34885-443-6,38.54593608,-121.3619111,15-03-15,55.9,10.6,6.1,4.2,rain
10.42.0.42-66.231.239.122-34702-80-6,34.237759,-117.236404,16-03-15,1,13.9,6.1,3,rain
206.126.112.142-10.42.0.151-443-56757-6,38.53841302,-121.4781681,17-03-15,0.8,13.3,4.4,2.6,rain
10.42.0.211-69.147.82.60-58937-443-6,35.41380401,-119.064066,18-03-15,0,15.6,7.2,2.5,sun
182.22.120.246-10.42.0.151-443-49175-6,33.16609,-117.337301,19-03-15,0,15.6,8.3,1.9,sun
10.42.0.211-104.210.9.95-48680-443-6,34.10391061,-118.1416703,20-03-15,4.1,13.9,8.9,1.9,rain
10.42.0.42-72.21.206.121-59013-443-6,34.20796766,-118.5472896,21-03-15,3.8,13.3,8.3,4.7,rain
10.42.0.211-36.51.254.232-56316-443-6,38.64853006,-121.5111696,22-03-15,1,11.7,6.1,2.3,rain
10.42.0.211-103.235.46.212-60285-80-6,38.00142357,-121.7882945,23-03-15,8.1,11.1,5.6,2.8,rain
10.42.0.211-123.125.29.220-57859-80-6,24.55983161,-81.77126365,24-03-15,7.6,12.8,6.1,3.9,rain
